specimen,taxon,loco
AMNH170554Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
AMNH170557Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
AMNH170558Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
AMNH170559Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
AMNH170561Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
AMNH170563Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
AMNH170564Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
AMNH170565Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
AMNH170566Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
AMNH170567Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
AMNH170568Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
AMNH170569Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
AMNH170570Lepilemur_mustelinus_leucopus,Lepilemur_leucopus,VCL
BMNH1897-9-1-23Lepilemur_mustelinus,Lepilemur_mustelinus,VCL
BMNH1958-3-4-6Lepilemur_mustelinus,Lepilemur_mustelinus,VCL
BMNH71-4-3-11Lepilemur_mustelinus,Lepilemur_mustelinus,VCL
AMNH30620Macaca_fascicularis,Macaca_fascicularis,AQ
AMNH30622Macaca_fascicularis,Macaca_fascicularis,AQ
AMNH103654Macaca_fascicularis,Macaca_fascicularis,AQ
AMNH103659Macaca_fascicularis,Macaca_fascicularis,AQ
BMNH1872-8-20-1Macaca_fascicularis,Macaca_fascicularis,AQ
BMNH1894-6-12-13Macaca_fascicularis,Macaca_fascicularis,AQ
FMNH61026Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
FMNH62273Macaca_fascicularis_philippinensis,Macaca_fascicularis,AQ
FMNH62275Macaca_fascicularis_philippinensis,Macaca_fascicularis,AQ
FMNH62276Macaca_fascicularis_philippinensis,Macaca_fascicularis,AQ
FMNH62902Macaca_fascicularis_philippinensis,Macaca_fascicularis,AQ
FMNH65451Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35608Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35612Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35613Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35619Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35629Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35634Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35652Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35656Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35658Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35677Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35681Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35694Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35701Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35729Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ35736Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ37352Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ37357Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ37407Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MCZ37414Macaca_fascicularis_fascicularis,Macaca_fascicularis,AQ
MNHN1874-603Macaca_fascicularis,Macaca_fascicularis,AQ
MNHN1876-411Macaca_fascicularis,Macaca_fascicularis,AQ
MNHNA3886Macaca_fascicularis,Macaca_fascicularis,AQ
NMNH573504Macaca_fascicularis,Macaca_fascicularis,AQ
AMNH28256Macaca_nemestrina_nemestrina,Macaca_nemestrina,TQ
AMNH106563Macaca_nemestrina_nemestrina,Macaca_nemestrina,TQ
AMNH106564Macaca_nemestrina_nemestrina,Macaca_nemestrina,TQ
MNHN1929-197Macaca_nemestrina,Macaca_nemestrina,TQ
MNHNA3883Macaca_nemestrina,Macaca_nemestrina,TQ
MNHNA3896Macaca_nemestrina,Macaca_nemestrina,TQ
NMNH49691Macaca_nemestrina,Macaca_nemestrina,TQ
NMNH49696Macaca_nemestrina,Macaca_nemestrina,TQ
NMNH49874Macaca_nemestrina,Macaca_nemestrina,TQ
NMNH154367Macaca_nemestrina,Macaca_nemestrina,TQ
NMNH199165Macaca_nemestrina,Macaca_nemestrina,TQ
NMNH305069Macaca_nemestrina,Macaca_nemestrina,TQ
AMNH89367Mandrillus_sphinx,Mandrillus_sphinx,TQ
AMNH170364Mandrillus_sphinx,Mandrillus_sphinx,TQ
AMNH170366Mandrillus_sphinx,Mandrillus_sphinx,TQ
BMNH1948-7-6-2Mandrillus_sphinx,Mandrillus_sphinx,TQ
FMNH44886Mandrillus_sphinx,Mandrillus_sphinx,TQ
FMNH127413Mandrillus_sphinx,Mandrillus_sphinx,TQ
FMNH135289Mandrillus_sphinx,Mandrillus_sphinx,TQ
MNHN1890-59Mandrillus_sphinx,Mandrillus_sphinx,TQ
BMNH1977-861Miopithecus_talapoin,Miopithecus_talapoin,AQ
BMNH1977-862Miopithecus_talapoin,Miopithecus_talapoin,AQ
BMNH1977-867Miopithecus_talapoin,Miopithecus_talapoin,AQ
BMNH1977-872Miopithecus_talapoin,Miopithecus_talapoin,AQ
BMNH1977-874Miopithecus_talapoin,Miopithecus_talapoin,AQ
FMNH95273Miopithecus_talapoin,Miopithecus_talapoin,AQ
FMNH121359Miopithecus_talapoin,Miopithecus_talapoin,AQ
FMNH129459Miopithecus_talapoin,Miopithecus_talapoin,AQ
MNHN1940-276Miopithecus_talapoin,Miopithecus_talapoin,AQ
MNHN1970-399Miopithecus_talapoin,Miopithecus_talapoin,AQ
MNHN1998-1949Miopithecus_talapoin,Miopithecus_talapoin,AQ
MNHNA3863Miopithecus_talapoin,Miopithecus_talapoin,AQ
NMNH397321Miopithecus_talapoin,Miopithecus_talapoin,AQ
NMNH397625Miopithecus_talapoin,Miopithecus_talapoin,AQ
NMNH397656Miopithecus_talapoin,Miopithecus_talapoin,AQ
AMNH28255Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
AMNH103669Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
AMNH103671Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
AMNH106272Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
AMNH106273Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
AMNH106274Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
AMNH106275Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
BMNH1939-1152Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
BMNH1939-1153Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
MCZ37327Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
MCZ37329Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
MCZ37330Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
MCZ37331Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
MCZ37339Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
MCZ37341Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
MCZ37343Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
MCZ37344Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
MCZ41561Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
MNHN1901-766Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
NMNH151817Nasalis_larvatus,Nasalis_larvatus,AQ/Leap
BMNH1896-11-29-4Nycticebus_coucang_bengalensis,Nycticebus_bengalensis,Slow
BMNH1948-5-12-1Nycticebus_coucang_javanicus,Nycticebus_javanicus,Slow
FMNH57318Nycticebus_coucang_menagensis,Nycticebus_menagensis,Slow
FMNH57330Nycticebus_coucang_bengalensis,Nycticebus_bengalensis,Slow
FMNH57463Nycticebus_coucang_menagensis,Nycticebus_menagensis,Slow
FMNH60790Nycticebus_coucang,Nycticebus_coucang,Slow
FMNH89464Nycticebus_coucang_menagensis,Nycticebus_menagensis,Slow
FMNH89465Nycticebus_coucang_menagensis,Nycticebus_menagensis,Slow
FMNH89467Nycticebus_coucang_menagensis,Nycticebus_menagensis,Slow
FMNH108856Nycticebus_coucang_coucang,Nycticebus_coucang,Slow
FMNH171104Nycticebus_coucang,Nycticebus_coucang,Slow
MNHN1888-840Nycticebus_cinereus,Nycticebus_bengalensis,Slow
MNHNA3962Nycticebus_coucang,Nycticebus_coucang,Slow
NMNH21179Nycticebus_coucang,Nycticebus_coucang,Slow
AMNH216239Otolemur_crassicaudatus,Otolemur_crassicaudatus,AQ
AMNH216240Otolemur_crassicaudatus,Otolemur_crassicaudatus,AQ
AMNH216244Otolemur_crassicaudatus,Otolemur_crassicaudatus,AQ
BMNH1937-11-4-1Otolemur_crassicaudatus_panganiensis,Otolemur_crassicaudatus,AQ
FMNH60721Otolemur_crassicaudatus,Otolemur_crassicaudatus,AQ
FMNH198178Otolemur_crassicaudatus,Otolemur_crassicaudatus,AQ
NMNH365720Otolemur_crassicaudatus_kirkii,Otolemur_crassicaudatus,AQ
NMNH365730Otolemur_crassicaudatus_kirkii,Otolemur_crassicaudatus,AQ
NMNH396164Otolemur_crassicaudatus_panganiensis,Otolemur_crassicaudatus,AQ
NMNH397318Otolemur_crassicaudatus_panganiensis,Otolemur_crassicaudatus,AQ
NMNH397661Otolemur_crassicaudatus_panganiensis,Otolemur_crassicaudatus,AQ
NMNH397662Otolemur_crassicaudatus,Otolemur_crassicaudatus,AQ
NMNH397672Otolemur_crassicaudatus_panganiensis,Otolemur_crassicaudatus,AQ
NMNH397725Otolemur_crassicaudatus_panganiensis,Otolemur_crassicaudatus,AQ
NMNH397989Otolemur_crassicaudatus,Otolemur_crassicaudatus,AQ
NMNH397992Otolemur_crassicaudatus,Otolemur_crassicaudatus,AQ
NMNH398009Otolemur_crassicaudatus,Otolemur_crassicaudatus,AQ
NMNH398050Otolemur_crassicaudatus_panganiensis,Otolemur_crassicaudatus,AQ
NMNH398051Otolemur_crassicaudatus_panganiensis,Otolemur_crassicaudatus,AQ
NMNH398052Otolemur_crassicaudatus_panganiensis,Otolemur_crassicaudatus,AQ
NMNH398076Otolemur_crassicaudatus_panganiensis,Otolemur_crassicaudatus,AQ
NMNH398077Otolemur_crassicaudatus_panganiensis,Otolemur_crassicaudatus,AQ
NMNH425417Otolemur_crassicaudatus,Otolemur_crassicaudatus,AQ
NMNH425418Otolemur_crassicaudatus_kirkii,Otolemur_crassicaudatus,AQ
AMNH51202Pan_troglodytes_schweinfurthii,Pan_troglodytes,TQ
AMNH51377Pan_troglodytes_schweinfurthii,Pan_troglodytes,TQ
AMNH51393Pan_troglodytes_schweinfurthii,Pan_troglodytes,TQ
AMNH54330Pan_troglodytes_troglodytes,Pan_troglodytes,TQ
AMNH89351Pan_troglodytes_verus,Pan_troglodytes,TQ
AMNH89354Pan_troglodytes_verus,Pan_troglodytes,TQ
AMNH89355Pan_troglodytes_verus,Pan_troglodytes,TQ
AMNH89407Pan_troglodytes_verus,Pan_troglodytes,TQ
AMNH90189Pan_troglodytes_troglodytes,Pan_troglodytes,TQ
AMNH90190Pan_troglodytes_troglodytes,Pan_troglodytes,TQ
AMNH167341Pan_troglodytes_troglodytes,Pan_troglodytes,TQ
AMNH167342Pan_troglodytes_troglodytes,Pan_troglodytes,TQ
AMNH174861Pan,Pan_troglodytes,TQ
CMNHHTB1707Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1708Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1713Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1719Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1720Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1721Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1738Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1739Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1744Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1748Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1755Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1758Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1759Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1766Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1843Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1880Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB1882Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB2026Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB2072Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB2746Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB2771Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB2823Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB3539Pan_troglodytes,Pan_troglodytes,TQ
CMNHHTB3551Pan_troglodytes,Pan_troglodytes,TQ
BMNH1862-6-26-1Papio_ursinus,Papio_ursinus,TQ
BMNH1862-6-26-2Papio_ursinus,Papio_ursinus,TQ
BMNH1948-8-3-2Papio_anubis,Papio_anubis,TQ
BMNH1962-12-14-6Papio_anubis,Papio_anubis,TQ
BMNH1962-7-6-13Papio_cynocephalus,Papio_cynocephalus,TQ
BMNH35-2-14-1Papio_anubis,Papio_anubis,TQ
BMNH72-129Papio_cynocephalus,Papio_cynocephalus,TQ
MNHN1872-454Papio_cynocephalus,Papio_cynocephalus,TQ
MNHN1880-1295Papio_hamadryas,Papio_hamadryas,TQ
MNHN1911-367Papio_papio,Papio_papio,TQ
MNHN1932-572Papio_hamadryas,Papio_hamadryas,TQ
MNHN1934-616Papio_anubis,Papio_anubis,TQ
MNHNA3906Papio_papio,Papio_papio,TQ
NMNH20860Papio_ursinus,Papio_ursinus,TQ
NMNH144059Papio_anubis,Papio_anubis,TQ
NMNH199060Papio_hamadryas,Papio_hamadryas,TQ
NMNH236976Papio_anubis_anubis,Papio_anubis,TQ
NMNH237574Papio_hamadryas,Papio_hamadryas,TQ
NMNH239743Papio_anubis,Papio_anubis,TQ
NMNH258502Papio_hamadryas,Papio_hamadryas,TQ
NMNH269411Papio_ursinus,Papio_ursinus,TQ
NMNH301518Papio_ursinus,Papio_ursinus,TQ
NMNH354985Papio_anubis_neumanni,Papio_anubis,TQ
NMNH354987Papio_anubis_neumanni,Papio_anubis,TQ
NMNH354988Papio_anubis_neumanni,Papio_anubis,TQ
NMNH354989Papio_anubis,Papio_anubis,TQ
NMNH354992Papio_anubis,Papio_anubis,TQ
NMNH354993Papio_anubis_neumanni,Papio_anubis,TQ
NMNH384227Papio_anubis_neumanni,Papio_anubis,TQ
NMNH384228Papio_anubis_neumanni,Papio_anubis,TQ
NMNH384229Papio_anubis,Papio_anubis,TQ
NMNH384235Papio_anubis_neumanni,Papio_anubis,TQ
NMNH384238Papio_cynocephalus,Papio_cynocephalus,TQ
NMNH384239Papio_cynocephalus,Papio_cynocephalus,TQ
NMNH395438Papio_anubis_neumanni,Papio_anubis,TQ
NMNH396185Papio_cynocephalus,Papio_cynocephalus,TQ
NMNH396187Papio_cynocephalus,Papio_cynocephalus,TQ
NMNH396188Papio_cynocephalus,Papio_cynocephalus,TQ
NMNH397476Papio_anubis,Papio_anubis,TQ
NMNH452508Papio_cynocephalus,Papio_cynocephalus,TQ
NMNH452509Papio_cynocephalus,Papio_cynocephalus,TQ
BMNH1846-12-12-2Perodicticus_potto,Perodicticus_potto,Slow
BMNH1932-8-1-21Perodicticus_potto,Perodicticus_potto,Slow
BMNH1948-588Perodicticus_potto_edwardsi,Perodicticus_potto,Slow
BMNH1948-589Perodicticus_potto_edwardsi,Perodicticus_potto,Slow
BMNH1948-590Perodicticus_potto_edwardsi,Perodicticus_potto,Slow
BMNH1948-591Perodicticus_potto,Perodicticus_potto,Slow
BMNH1948-594aPerodicticus_potto_edwardsi,Perodicticus_potto,Slow
BMNH1951-9-15-1Perodicticus_potto,Perodicticus_potto,Slow
BMNH1955-6-25-5Perodicticus_potto,Perodicticus_potto,Slow
BMNH1977-876Perodicticus_potto,Perodicticus_potto,Slow
BMNH1977-878Perodicticus_potto,Perodicticus_potto,Slow
BMNH1977-882Perodicticus_potto,Perodicticus_potto,Slow
BMNH1977-885Perodicticus_potto,Perodicticus_potto,Slow
FMNH148987Perodicticus_potto,Perodicticus_potto,Slow
MNHN1921-29Perodicticus_potto,Perodicticus_potto,Slow
MNHN1931-367Perodicticus_potto,Perodicticus_potto,Slow
MNHN1958-773Perodicticus_potto,Perodicticus_potto,Slow
MNHN2002-96Perodicticus_potto,Perodicticus_potto,Slow
MNHN2004-299Perodicticus_potto,Perodicticus_potto,Slow
NMNH184231Perodicticus_potto_ibeanus,Perodicticus_potto,Slow
NMNH184232Perodicticus_potto_ibeanus,Perodicticus_potto,Slow
NMNH481737Perodicticus_potto_potto,Perodicticus_potto,Slow
NMNH481738Perodicticus_potto_potto,Perodicticus_potto,Slow
NMNH481740Perodicticus_potto_potto,Perodicticus_potto,Slow
BMNH1845-10-2-1Pongo_pygmaeus,Pongo_pygmaeus,Susp
BMNH1868-4-16-2Pongo_pygmaeus,Pongo_pygmaeus,Susp
BMNH1880-4-10-2Pongo_pygmaeus,Pongo_pygmaeus,Susp
BMNH1948-10-25-1Pongo_pygmaeus,Pongo_pygmaeus,Susp
BMNH1948-7-6-1Pongo_pygmaeus,Pongo_pygmaeus,Susp
BMNH1948-9-9-2Pongo_pygmaeus,Pongo_pygmaeus,Susp
BMNH1973-1570Pongo_pygmaeus_pygmaeus,Pongo_pygmaeus,Susp
BMNH1976-438Pongo_pygmaeus,Pongo_pygmaeus,Susp
BMNH1986-1097Pongo_pygmaeus,Pongo_pygmaeus,Susp
BMNH1986-1103Pongo_pygmaeus,Pongo_pygmaeus,Susp
BMNH1986-1114Pongo_pygmaeus,Pongo_pygmaeus,Susp
BMNH1986-1120Pongo_pygmaeus,Pongo_pygmaeus,Susp
BMNH2003-362Pongo_pygmaeus,Pongo_pygmaeus,Susp
NMNH143593Pongo_pygmaeus_abelii,Pongo_abelii,Susp
NMNH145301Pongo_pygmaeus_pygmaeus,Pongo_pygmaeus,Susp
NMNH153823Pongo_pygmaeus,Pongo_pygmaeus,Susp
BMNH1930-3-1-6Colobus_badius_tephrosceles,Procolobus_badius,AQ/Leap
BMNH1930-8-1-2Colobus_badius_tephrosceles,Procolobus_badius,AQ/Leap
BMNH1940-108Colobus_badius_preussi,Procolobus_badius,AQ/Leap
BMNH1968-7-25-1Colobus_badius_tephrosceles,Procolobus_badius,AQ/Leap
BMNH72-132Colobus_badius_kirkii,Procolobus_badius,AQ/Leap
BMNH72-133Colobus_badius_tephrosceles,Procolobus_badius,AQ/Leap
BMNH74-4-20-1Colobus_badius_kirkii,Procolobus_badius,AQ/Leap
BMNH82-209Colobus_badius_temminckii,Procolobus_badius,AQ/Leap
AMNH31255Propithecus_verreauxi,Propithecus_verreauxi,VCL
AMNH170474Propithecus_verreauxi_verreauxi,Propithecus_verreauxi,VCL
AMNH170491Propithecus_verreauxi_verreauxi,Propithecus_verreauxi,VCL
AMNH257141Propithecus_verreauxi_majori,Propithecus_verreauxi,VCL
BMOC001Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC008Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC011Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC015Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC019Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC020Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC028Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC073Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC075Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC112Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC137Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC142Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC157Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC163Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC172Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC174Propithecus_verreauxi,Propithecus_verreauxi,VCL
BMOC197Propithecus_verreauxi,Propithecus_verreauxi,VCL
FMNH89204Propithecus_verreauxi_verreauxi,Propithecus_verreauxi,VCL
MNHN1922-434Propithecus_verreauxi,Propithecus_verreauxi,VCL
MNHN1932-474aPropithecus_verreauxi,Propithecus_verreauxi,VCL
MNHN1932-474bPropithecus_verreauxi,Propithecus_verreauxi,VCL
MNHN1932-486aPropithecus_verreauxi,Propithecus_verreauxi,VCL
MNHN1932-486bPropithecus_verreauxi,Propithecus_verreauxi,VCL
MNHN1939-330Propithecus_verreauxi,Propithecus_verreauxi,VCL
AMNH188080Saimiri_sciureus_sciureus,Saimiri_sciureus,AQ
AMNH188091Saimiri_sciureus_sciureus,Saimiri_sciureus,AQ
AMNH209928Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH209929Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211591Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211594Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211596Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211601Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211607Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211613Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211615Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211623Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211624Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211631Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211637Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211639Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211651Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH211653Saimiri_boliviensis_boliviensis,Saimiri_boliviensis,AQ
AMNH106583Symphalangus_syndactylus,Symphalangus_syndactylus,Susp
AMNH106584Symphalangus_syndactylus,Symphalangus_syndactylus,Susp
FMNH60340Symphalangus_syndactylus,Symphalangus_syndactylus,Susp
NMNH49746Symphalangus_syndactylus,Symphalangus_syndactylus,Susp
NMNH49747Symphalangus_syndactylus,Symphalangus_syndactylus,Susp
NMNH49748Symphalangus_syndactylus,Symphalangus_syndactylus,Susp
NMNH49877Symphalangus_syndactylus,Symphalangus_syndactylus,Susp
NMNH271048Symphalangus_syndactylus,Symphalangus_syndactylus,Susp
NMNH519573Symphalangus_syndactylus,Symphalangus_syndactylus,Susp
FMNH47767Theropithecus_gelada,Theropithecus_gelada,TQ
MNHN1904-161Theropithecus_gelada,Theropithecus_gelada,TQ
MNHN1971-10Theropithecus_gelada,Theropithecus_gelada,TQ
NMNH240885Theropithecus_gelada,Theropithecus_gelada,TQ
NMNH319992Theropithecus_gelada,Theropithecus_gelada,TQ
NMNH354990Theropithecus_gelada,Theropithecus_gelada,TQ
AMNH100512Varecia_variegata_variegata,Varecia_variegata,AQ
FMNH104939Varecia_variegata,Varecia_variegata,AQ
FMNH134468Varecia_variegata,Varecia_variegata,AQ
MNHN1871-392Varecia_variegata,Varecia_variegata,AQ
MNHN1871-393Varecia_variegata,Varecia_variegata,AQ
MNHN1885-6Varecia_variegata,Varecia_variegata,AQ
MNHN1896-286Varecia_variegata,Varecia_variegata,AQ
MNHN1898-195Varecia_variegata,Varecia_variegata,AQ
MNHN1900-31Varecia_variegata,Varecia_variegata,AQ
MNHN1901-520Varecia_variegata,Varecia_variegata,AQ
MNHN1934-596Varecia_variegata,Varecia_variegata,AQ
MNHN1948-13Varecia_variegata,Varecia_variegata,AQ
MNHNA3918Varecia_variegata,Varecia_variegata,AQ
MNHNA3921Varecia_variegata,Varecia_variegata,AQ
